time_h,RFU,compound
0,312,carboxylate
0,286,carboxylate
0,291,carboxylate
0,346,phenylester
0,339,phenylester
0,334,phenylester
0,305,methylester
0,295,methylester
0,298,methylester
0,302,metronidazole_ester
0,294,metronidazole_ester
0,283,metronidazole_ester
0,309,sulfurylester
0,301,sulfurylester
0,297,sulfurylester
0,279,none
0,261,none
0,279,none
0,281,Media_control
0,272,Media_control
0,275,Media_control
0.016666667,327,carboxylate
0.016666667,292,carboxylate
0.016666667,292,carboxylate
0.016666667,358,phenylester
0.016666667,349,phenylester
0.016666667,337,phenylester
0.016666667,308,methylester
0.016666667,288,methylester
0.016666667,289,methylester
0.016666667,298,metronidazole_ester
0.016666667,298,metronidazole_ester
0.016666667,289,metronidazole_ester
0.016666667,311,sulfurylester
0.016666667,301,sulfurylester
0.016666667,294,sulfurylester
0.016666667,289,none
0.016666667,273,none
0.016666667,293,none
0.016666667,278,Media_control
0.016666667,277,Media_control
0.016666667,278,Media_control
0.033333333,326,carboxylate
0.033333333,288,carboxylate
0.033333333,303,carboxylate
0.033333333,352,phenylester
0.033333333,339,phenylester
0.033333333,334,phenylester
0.033333333,306,methylester
0.033333333,296,methylester
0.033333333,289,methylester
0.033333333,305,metronidazole_ester
0.033333333,289,metronidazole_ester
0.033333333,285,metronidazole_ester
0.033333333,311,sulfurylester
0.033333333,297,sulfurylester
0.033333333,295,sulfurylester
0.033333333,287,none
0.033333333,275,none
0.033333333,282,none
0.033333333,273,Media_control
0.033333333,270,Media_control
0.033333333,276,Media_control
0.05,333,carboxylate
0.05,291,carboxylate
0.05,289,carboxylate
0.05,363,phenylester
0.05,361,phenylester
0.05,348,phenylester
0.05,311,methylester
0.05,301,methylester
0.05,292,methylester
0.05,298,metronidazole_ester
0.05,291,metronidazole_ester
0.05,296,metronidazole_ester
0.05,313,sulfurylester
0.05,296,sulfurylester
0.05,300,sulfurylester
0.05,280,none
0.05,264,none
0.05,277,none
0.05,278,Media_control
0.05,264,Media_control
0.05,271,Media_control
0.066666667,325,carboxylate
0.066666667,294,carboxylate
0.066666667,299,carboxylate
0.066666667,359,phenylester
0.066666667,355,phenylester
0.066666667,349,phenylester
0.066666667,303,methylester
0.066666667,290,methylester
0.066666667,294,methylester
0.066666667,302,metronidazole_ester
0.066666667,295,metronidazole_ester
0.066666667,291,metronidazole_ester
0.066666667,309,sulfurylester
0.066666667,294,sulfurylester
0.066666667,298,sulfurylester
0.066666667,277,none
0.066666667,263,none
0.066666667,275,none
0.066666667,281,Media_control
0.066666667,267,Media_control
0.066666667,263,Media_control
0.083333333,318,carboxylate
0.083333333,290,carboxylate
0.083333333,285,carboxylate
0.083333333,362,phenylester
0.083333333,353,phenylester
0.083333333,353,phenylester
0.083333333,320,methylester
0.083333333,288,methylester
0.083333333,287,methylester
0.083333333,302,metronidazole_ester
0.083333333,290,metronidazole_ester
0.083333333,285,metronidazole_ester
0.083333333,305,sulfurylester
0.083333333,297,sulfurylester
0.083333333,293,sulfurylester
0.083333333,275,none
0.083333333,276,none
0.083333333,277,none
0.083333333,272,Media_control
0.083333333,258,Media_control
0.083333333,268,Media_control
0.1,319,carboxylate
0.1,304,carboxylate
0.1,297,carboxylate
0.1,371,phenylester
0.1,365,phenylester
0.1,357,phenylester
0.1,297,methylester
0.1,292,methylester
0.1,287,methylester
0.1,296,metronidazole_ester
0.1,290,metronidazole_ester
0.1,289,metronidazole_ester
0.1,303,sulfurylester
0.1,295,sulfurylester
0.1,300,sulfurylester
0.1,278,none
0.1,267,none
0.1,279,none
0.1,303,Media_control
0.1,271,Media_control
0.1,277,Media_control
0.116666667,332,carboxylate
0.116666667,285,carboxylate
0.116666667,294,carboxylate
0.116666667,370,phenylester
0.116666667,357,phenylester
0.116666667,351,phenylester
0.116666667,305,methylester
0.116666667,287,methylester
0.116666667,300,methylester
0.116666667,308,metronidazole_ester
0.116666667,291,metronidazole_ester
0.116666667,296,metronidazole_ester
0.116666667,310,sulfurylester
0.116666667,300,sulfurylester
0.116666667,297,sulfurylester
0.116666667,274,none
0.116666667,273,none
0.116666667,282,none
0.116666667,301,Media_control
0.116666667,263,Media_control
0.116666667,273,Media_control
0.133333333,329,carboxylate
0.133333333,292,carboxylate
0.133333333,296,carboxylate
0.133333333,367,phenylester
0.133333333,370,phenylester
0.133333333,366,phenylester
0.133333333,304,methylester
0.133333333,290,methylester
0.133333333,289,methylester
0.133333333,297,metronidazole_ester
0.133333333,292,metronidazole_ester
0.133333333,281,metronidazole_ester
0.133333333,301,sulfurylester
0.133333333,304,sulfurylester
0.133333333,292,sulfurylester
0.133333333,289,none
0.133333333,274,none
0.133333333,282,none
0.133333333,309,Media_control
0.133333333,264,Media_control
0.133333333,274,Media_control
0.15,333,carboxylate
0.15,296,carboxylate
0.15,293,carboxylate
0.15,378,phenylester
0.15,365,phenylester
0.15,370,phenylester
0.15,312,methylester
0.15,302,methylester
0.15,293,methylester
0.15,310,metronidazole_ester
0.15,303,metronidazole_ester
0.15,280,metronidazole_ester
0.15,307,sulfurylester
0.15,303,sulfurylester
0.15,302,sulfurylester
0.15,281,none
0.15,269,none
0.15,283,none
0.15,303,Media_control
0.15,269,Media_control
0.15,271,Media_control
0.166666667,328,carboxylate
0.166666667,296,carboxylate
0.166666667,300,carboxylate
0.166666667,391,phenylester
0.166666667,371,phenylester
0.166666667,370,phenylester
0.166666667,318,methylester
0.166666667,290,methylester
0.166666667,297,methylester
0.166666667,307,metronidazole_ester
0.166666667,292,metronidazole_ester
0.166666667,283,metronidazole_ester
0.166666667,319,sulfurylester
0.166666667,304,sulfurylester
0.166666667,298,sulfurylester
0.166666667,294,none
0.166666667,277,none
0.166666667,282,none
0.166666667,298,Media_control
0.166666667,270,Media_control
0.166666667,271,Media_control
0.183333333,330,carboxylate
0.183333333,294,carboxylate
0.183333333,289,carboxylate
0.183333333,391,phenylester
0.183333333,373,phenylester
0.183333333,369,phenylester
0.183333333,319,methylester
0.183333333,298,methylester
0.183333333,293,methylester
0.183333333,304,metronidazole_ester
0.183333333,296,metronidazole_ester
0.183333333,291,metronidazole_ester
0.183333333,313,sulfurylester
0.183333333,308,sulfurylester
0.183333333,298,sulfurylester
0.183333333,285,none
0.183333333,271,none
0.183333333,284,none
0.183333333,307,Media_control
0.183333333,272,Media_control
0.183333333,274,Media_control
0.2,341,carboxylate
0.2,297,carboxylate
0.2,303,carboxylate
0.2,391,phenylester
0.2,385,phenylester
0.2,377,phenylester
0.2,308,methylester
0.2,292,methylester
0.2,294,methylester
0.2,314,metronidazole_ester
0.2,299,metronidazole_ester
0.2,305,metronidazole_ester
0.2,315,sulfurylester
0.2,298,sulfurylester
0.2,295,sulfurylester
0.2,290,none
0.2,276,none
0.2,291,none
0.2,311,Media_control
0.2,269,Media_control
0.2,273,Media_control
0.216666667,338,carboxylate
0.216666667,301,carboxylate
0.216666667,296,carboxylate
0.216666667,401,phenylester
0.216666667,396,phenylester
0.216666667,375,phenylester
0.216666667,312,methylester
0.216666667,295,methylester
0.216666667,293,methylester
0.216666667,311,metronidazole_ester
0.216666667,296,metronidazole_ester
0.216666667,301,metronidazole_ester
0.216666667,317,sulfurylester
0.216666667,312,sulfurylester
0.216666667,301,sulfurylester
0.216666667,291,none
0.216666667,280,none
0.216666667,285,none
0.216666667,295,Media_control
0.216666667,295,Media_control
0.216666667,270,Media_control
0.233333333,337,carboxylate
0.233333333,300,carboxylate
0.233333333,309,carboxylate
0.233333333,394,phenylester
0.233333333,399,phenylester
0.233333333,387,phenylester
0.233333333,314,methylester
0.233333333,295,methylester
0.233333333,301,methylester
0.233333333,317,metronidazole_ester
0.233333333,303,metronidazole_ester
0.233333333,297,metronidazole_ester
0.233333333,320,sulfurylester
0.233333333,310,sulfurylester
0.233333333,301,sulfurylester
0.233333333,293,none
0.233333333,278,none
0.233333333,295,none
0.233333333,310,Media_control
0.233333333,301,Media_control
0.233333333,271,Media_control
0.25,332,carboxylate
0.25,301,carboxylate
0.25,303,carboxylate
0.25,409,phenylester
0.25,407,phenylester
0.25,395,phenylester
0.25,315,methylester
0.25,301,methylester
0.25,295,methylester
0.25,313,metronidazole_ester
0.25,307,metronidazole_ester
0.25,290,metronidazole_ester
0.25,315,sulfurylester
0.25,304,sulfurylester
0.25,300,sulfurylester
0.25,291,none
0.25,269,none
0.25,291,none
0.25,301,Media_control
0.25,288,Media_control
0.25,262,Media_control
0.266666667,345,carboxylate
0.266666667,296,carboxylate
0.266666667,313,carboxylate
0.266666667,416,phenylester
0.266666667,409,phenylester
0.266666667,391,phenylester
0.266666667,320,methylester
0.266666667,303,methylester
0.266666667,305,methylester
0.266666667,316,metronidazole_ester
0.266666667,301,metronidazole_ester
0.266666667,292,metronidazole_ester
0.266666667,324,sulfurylester
0.266666667,313,sulfurylester
0.266666667,304,sulfurylester
0.266666667,302,none
0.266666667,285,none
0.266666667,298,none
0.266666667,305,Media_control
0.266666667,291,Media_control
0.266666667,277,Media_control
0.283333333,336,carboxylate
0.283333333,297,carboxylate
0.283333333,307,carboxylate
0.283333333,421,phenylester
0.283333333,409,phenylester
0.283333333,388,phenylester
0.283333333,321,methylester
0.283333333,297,methylester
0.283333333,293,methylester
0.283333333,310,metronidazole_ester
0.283333333,299,metronidazole_ester
0.283333333,289,metronidazole_ester
0.283333333,316,sulfurylester
0.283333333,310,sulfurylester
0.283333333,314,sulfurylester
0.283333333,303,none
0.283333333,284,none
0.283333333,293,none
0.283333333,303,Media_control
0.283333333,299,Media_control
0.283333333,257,Media_control
0.3,352,carboxylate
0.3,302,carboxylate
0.3,302,carboxylate
0.3,415,phenylester
0.3,410,phenylester
0.3,397,phenylester
0.3,322,methylester
0.3,300,methylester
0.3,307,methylester
0.3,310,metronidazole_ester
0.3,304,metronidazole_ester
0.3,298,metronidazole_ester
0.3,329,sulfurylester
0.3,308,sulfurylester
0.3,314,sulfurylester
0.3,299,none
0.3,281,none
0.3,292,none
0.3,303,Media_control
0.3,299,Media_control
0.3,280,Media_control
0.316666667,353,carboxylate
0.316666667,303,carboxylate
0.316666667,309,carboxylate
0.316666667,422,phenylester
0.316666667,416,phenylester
0.316666667,395,phenylester
0.316666667,324,methylester
0.316666667,304,methylester
0.316666667,297,methylester
0.316666667,319,metronidazole_ester
0.316666667,304,metronidazole_ester
0.316666667,295,metronidazole_ester
0.316666667,321,sulfurylester
0.316666667,317,sulfurylester
0.316666667,305,sulfurylester
0.316666667,305,none
0.316666667,287,none
0.316666667,296,none
0.316666667,304,Media_control
0.316666667,294,Media_control
0.316666667,260,Media_control
0.333333333,350,carboxylate
0.333333333,312,carboxylate
0.333333333,306,carboxylate
0.333333333,435,phenylester
0.333333333,423,phenylester
0.333333333,413,phenylester
0.333333333,331,methylester
0.333333333,303,methylester
0.333333333,303,methylester
0.333333333,323,metronidazole_ester
0.333333333,307,metronidazole_ester
0.333333333,303,metronidazole_ester
0.333333333,330,sulfurylester
0.333333333,310,sulfurylester
0.333333333,314,sulfurylester
0.333333333,291,none
0.333333333,281,none
0.333333333,294,none
0.333333333,300,Media_control
0.333333333,296,Media_control
0.333333333,266,Media_control
0.35,351,carboxylate
0.35,310,carboxylate
0.35,316,carboxylate
0.35,433,phenylester
0.35,427,phenylester
0.35,408,phenylester
0.35,326,methylester
0.35,297,methylester
0.35,301,methylester
0.35,320,metronidazole_ester
0.35,304,metronidazole_ester
0.35,302,metronidazole_ester
0.35,330,sulfurylester
0.35,309,sulfurylester
0.35,308,sulfurylester
0.35,300,none
0.35,294,none
0.35,293,none
0.35,299,Media_control
0.35,295,Media_control
0.35,261,Media_control
0.366666667,366,carboxylate
0.366666667,309,carboxylate
0.366666667,312,carboxylate
0.366666667,443,phenylester
0.366666667,434,phenylester
0.366666667,419,phenylester
0.366666667,322,methylester
0.366666667,307,methylester
0.366666667,301,methylester
0.366666667,329,metronidazole_ester
0.366666667,308,metronidazole_ester
0.366666667,304,metronidazole_ester
0.366666667,329,sulfurylester
0.366666667,321,sulfurylester
0.366666667,313,sulfurylester
0.366666667,296,none
0.366666667,285,none
0.366666667,305,none
0.366666667,300,Media_control
0.366666667,294,Media_control
0.366666667,269,Media_control
0.383333333,351,carboxylate
0.383333333,308,carboxylate
0.383333333,319,carboxylate
0.383333333,451,phenylester
0.383333333,435,phenylester
0.383333333,419,phenylester
0.383333333,329,methylester
0.383333333,300,methylester
0.383333333,312,methylester
0.383333333,323,metronidazole_ester
0.383333333,304,metronidazole_ester
0.383333333,304,metronidazole_ester
0.383333333,326,sulfurylester
0.383333333,313,sulfurylester
0.383333333,317,sulfurylester
0.383333333,308,none
0.383333333,287,none
0.383333333,304,none
0.383333333,306,Media_control
0.383333333,304,Media_control
0.383333333,279,Media_control
0.4,357,carboxylate
0.4,310,carboxylate
0.4,316,carboxylate
0.4,444,phenylester
0.4,430,phenylester
0.4,420,phenylester
0.4,335,methylester
0.4,302,methylester
0.4,302,methylester
0.4,322,metronidazole_ester
0.4,309,metronidazole_ester
0.4,303,metronidazole_ester
0.4,331,sulfurylester
0.4,311,sulfurylester
0.4,318,sulfurylester
0.4,306,none
0.4,289,none
0.4,294,none
0.4,305,Media_control
0.4,289,Media_control
0.4,270,Media_control
0.416666667,347,carboxylate
0.416666667,312,carboxylate
0.416666667,319,carboxylate
0.416666667,451,phenylester
0.416666667,444,phenylester
0.416666667,426,phenylester
0.416666667,330,methylester
0.416666667,304,methylester
0.416666667,315,methylester
0.416666667,332,metronidazole_ester
0.416666667,311,metronidazole_ester
0.416666667,308,metronidazole_ester
0.416666667,339,sulfurylester
0.416666667,320,sulfurylester
0.416666667,309,sulfurylester
0.416666667,311,none
0.416666667,292,none
0.416666667,302,none
0.416666667,303,Media_control
0.416666667,296,Media_control
0.416666667,272,Media_control
0.433333333,366,carboxylate
0.433333333,311,carboxylate
0.433333333,320,carboxylate
0.433333333,463,phenylester
0.433333333,446,phenylester
0.433333333,425,phenylester
0.433333333,328,methylester
0.433333333,306,methylester
0.433333333,309,methylester
0.433333333,322,metronidazole_ester
0.433333333,310,metronidazole_ester
0.433333333,306,metronidazole_ester
0.433333333,333,sulfurylester
0.433333333,313,sulfurylester
0.433333333,315,sulfurylester
0.433333333,303,none
0.433333333,298,none
0.433333333,303,none
0.433333333,304,Media_control
0.433333333,286,Media_control
0.433333333,268,Media_control
0.45,355,carboxylate
0.45,315,carboxylate
0.45,316,carboxylate
0.45,459,phenylester
0.45,448,phenylester
0.45,441,phenylester
0.45,335,methylester
0.45,310,methylester
0.45,309,methylester
0.45,326,metronidazole_ester
0.45,308,metronidazole_ester
0.45,310,metronidazole_ester
0.45,341,sulfurylester
0.45,319,sulfurylester
0.45,317,sulfurylester
0.45,308,none
0.45,300,none
0.45,300,none
0.45,301,Media_control
0.45,301,Media_control
0.45,274,Media_control
0.466666667,355,carboxylate
0.466666667,314,carboxylate
0.466666667,312,carboxylate
0.466666667,477,phenylester
0.466666667,450,phenylester
0.466666667,436,phenylester
0.466666667,331,methylester
0.466666667,310,methylester
0.466666667,313,methylester
0.466666667,333,metronidazole_ester
0.466666667,309,metronidazole_ester
0.466666667,308,metronidazole_ester
0.466666667,340,sulfurylester
0.466666667,324,sulfurylester
0.466666667,312,sulfurylester
0.466666667,313,none
0.466666667,296,none
0.466666667,315,none
0.466666667,303,Media_control
0.466666667,291,Media_control
0.466666667,269,Media_control
0.483333333,367,carboxylate
0.483333333,318,carboxylate
0.483333333,321,carboxylate
0.483333333,470,phenylester
0.483333333,447,phenylester
0.483333333,441,phenylester
0.483333333,335,methylester
0.483333333,312,methylester
0.483333333,308,methylester
0.483333333,329,metronidazole_ester
0.483333333,316,metronidazole_ester
0.483333333,305,metronidazole_ester
0.483333333,340,sulfurylester
0.483333333,323,sulfurylester
0.483333333,318,sulfurylester
0.483333333,318,none
0.483333333,296,none
0.483333333,305,none
0.483333333,304,Media_control
0.483333333,290,Media_control
0.483333333,275,Media_control
0.5,368,carboxylate
0.5,318,carboxylate
0.5,330,carboxylate
0.5,477,phenylester
0.5,464,phenylester
0.5,458,phenylester
0.5,341,methylester
0.5,317,methylester
0.5,313,methylester
0.5,334,metronidazole_ester
0.5,315,metronidazole_ester
0.5,302,metronidazole_ester
0.5,340,sulfurylester
0.5,329,sulfurylester
0.5,315,sulfurylester
0.5,314,none
0.5,300,none
0.5,313,none
0.5,306,Media_control
0.5,288,Media_control
0.5,271,Media_control
0.516666667,367,carboxylate
0.516666667,326,carboxylate
0.516666667,324,carboxylate
0.516666667,480,phenylester
0.516666667,468,phenylester
0.516666667,456,phenylester
0.516666667,333,methylester
0.516666667,310,methylester
0.516666667,314,methylester
0.516666667,329,metronidazole_ester
0.516666667,316,metronidazole_ester
0.516666667,312,metronidazole_ester
0.516666667,339,sulfurylester
0.516666667,329,sulfurylester
0.516666667,322,sulfurylester
0.516666667,316,none
0.516666667,306,none
0.516666667,315,none
0.516666667,307,Media_control
0.516666667,293,Media_control
0.516666667,271,Media_control
0.533333333,366,carboxylate
0.533333333,326,carboxylate
0.533333333,325,carboxylate
0.533333333,477,phenylester
0.533333333,464,phenylester
0.533333333,452,phenylester
0.533333333,338,methylester
0.533333333,311,methylester
0.533333333,318,methylester
0.533333333,342,metronidazole_ester
0.533333333,325,metronidazole_ester
0.533333333,310,metronidazole_ester
0.533333333,333,sulfurylester
0.533333333,322,sulfurylester
0.533333333,329,sulfurylester
0.533333333,314,none
0.533333333,305,none
0.533333333,324,none
0.533333333,301,Media_control
0.533333333,299,Media_control
0.533333333,271,Media_control
0.55,367,carboxylate
0.55,332,carboxylate
0.55,337,carboxylate
0.55,474,phenylester
0.55,475,phenylester
0.55,454,phenylester
0.55,341,methylester
0.55,318,methylester
0.55,315,methylester
0.55,331,metronidazole_ester
0.55,314,metronidazole_ester
0.55,311,metronidazole_ester
0.55,337,sulfurylester
0.55,323,sulfurylester
0.55,319,sulfurylester
0.55,325,none
0.55,300,none
0.55,322,none
0.55,311,Media_control
0.55,292,Media_control
0.55,269,Media_control
0.566666667,368,carboxylate
0.566666667,330,carboxylate
0.566666667,329,carboxylate
0.566666667,478,phenylester
0.566666667,470,phenylester
0.566666667,452,phenylester
0.566666667,351,methylester
0.566666667,317,methylester
0.566666667,319,methylester
0.566666667,338,metronidazole_ester
0.566666667,322,metronidazole_ester
0.566666667,310,metronidazole_ester
0.566666667,355,sulfurylester
0.566666667,325,sulfurylester
0.566666667,324,sulfurylester
0.566666667,327,none
0.566666667,305,none
0.566666667,318,none
0.566666667,305,Media_control
0.566666667,288,Media_control
0.566666667,278,Media_control
0.583333333,370,carboxylate
0.583333333,332,carboxylate
0.583333333,335,carboxylate
0.583333333,496,phenylester
0.583333333,479,phenylester
0.583333333,466,phenylester
0.583333333,345,methylester
0.583333333,318,methylester
0.583333333,314,methylester
0.583333333,343,metronidazole_ester
0.583333333,314,metronidazole_ester
0.583333333,318,metronidazole_ester
0.583333333,345,sulfurylester
0.583333333,322,sulfurylester
0.583333333,326,sulfurylester
0.583333333,324,none
0.583333333,307,none
0.583333333,319,none
0.583333333,302,Media_control
0.583333333,296,Media_control
0.583333333,272,Media_control
0.6,379,carboxylate
0.6,334,carboxylate
0.6,336,carboxylate
0.6,491,phenylester
0.6,485,phenylester
0.6,477,phenylester
0.6,349,methylester
0.6,324,methylester
0.6,311,methylester
0.6,335,metronidazole_ester
0.6,328,metronidazole_ester
0.6,315,metronidazole_ester
0.6,351,sulfurylester
0.6,333,sulfurylester
0.6,321,sulfurylester
0.6,321,none
0.6,303,none
0.6,322,none
0.6,305,Media_control
0.6,292,Media_control
0.6,271,Media_control
0.616666667,377,carboxylate
0.616666667,332,carboxylate
0.616666667,336,carboxylate
0.616666667,491,phenylester
0.616666667,494,phenylester
0.616666667,474,phenylester
0.616666667,348,methylester
0.616666667,326,methylester
0.616666667,324,methylester
0.616666667,351,metronidazole_ester
0.616666667,324,metronidazole_ester
0.616666667,317,metronidazole_ester
0.616666667,345,sulfurylester
0.616666667,335,sulfurylester
0.616666667,327,sulfurylester
0.616666667,325,none
0.616666667,309,none
0.616666667,323,none
0.616666667,312,Media_control
0.616666667,294,Media_control
0.616666667,274,Media_control
0.633333333,382,carboxylate
0.633333333,336,carboxylate
0.633333333,331,carboxylate
0.633333333,502,phenylester
0.633333333,489,phenylester
0.633333333,479,phenylester
0.633333333,343,methylester
0.633333333,332,methylester
0.633333333,329,methylester
0.633333333,350,metronidazole_ester
0.633333333,320,metronidazole_ester
0.633333333,313,metronidazole_ester
0.633333333,348,sulfurylester
0.633333333,336,sulfurylester
0.633333333,324,sulfurylester
0.633333333,325,none
0.633333333,312,none
0.633333333,328,none
0.633333333,302,Media_control
0.633333333,289,Media_control
0.633333333,269,Media_control
0.65,386,carboxylate
0.65,331,carboxylate
0.65,337,carboxylate
0.65,507,phenylester
0.65,500,phenylester
0.65,479,phenylester
0.65,355,methylester
0.65,316,methylester
0.65,321,methylester
0.65,341,metronidazole_ester
0.65,334,metronidazole_ester
0.65,315,metronidazole_ester
0.65,350,sulfurylester
0.65,337,sulfurylester
0.65,333,sulfurylester
0.65,336,none
0.65,310,none
0.65,323,none
0.65,313,Media_control
0.65,291,Media_control
0.65,269,Media_control
0.666666667,387,carboxylate
0.666666667,336,carboxylate
0.666666667,334,carboxylate
0.666666667,505,phenylester
0.666666667,497,phenylester
0.666666667,490,phenylester
0.666666667,353,methylester
0.666666667,333,methylester
0.666666667,329,methylester
0.666666667,347,metronidazole_ester
0.666666667,333,metronidazole_ester
0.666666667,321,metronidazole_ester
0.666666667,357,sulfurylester
0.666666667,343,sulfurylester
0.666666667,332,sulfurylester
0.666666667,333,none
0.666666667,315,none
0.666666667,323,none
0.666666667,305,Media_control
0.666666667,299,Media_control
0.666666667,275,Media_control
0.683333333,388,carboxylate
0.683333333,344,carboxylate
0.683333333,337,carboxylate
0.683333333,518,phenylester
0.683333333,503,phenylester
0.683333333,488,phenylester
0.683333333,363,methylester
0.683333333,331,methylester
0.683333333,325,methylester
0.683333333,342,metronidazole_ester
0.683333333,327,metronidazole_ester
0.683333333,329,metronidazole_ester
0.683333333,352,sulfurylester
0.683333333,345,sulfurylester
0.683333333,330,sulfurylester
0.683333333,340,none
0.683333333,319,none
0.683333333,332,none
0.683333333,306,Media_control
0.683333333,297,Media_control
0.683333333,280,Media_control
0.7,385,carboxylate
0.7,340,carboxylate
0.7,345,carboxylate
0.7,502,phenylester
0.7,500,phenylester
0.7,484,phenylester
0.7,344,methylester
0.7,333,methylester
0.7,340,methylester
0.7,346,metronidazole_ester
0.7,334,metronidazole_ester
0.7,322,metronidazole_ester
0.7,352,sulfurylester
0.7,345,sulfurylester
0.7,342,sulfurylester
0.7,330,none
0.7,315,none
0.7,337,none
0.7,310,Media_control
0.7,288,Media_control
0.7,272,Media_control
0.716666667,396,carboxylate
0.716666667,350,carboxylate
0.716666667,341,carboxylate
0.716666667,516,phenylester
0.716666667,497,phenylester
0.716666667,486,phenylester
0.716666667,357,methylester
0.716666667,333,methylester
0.716666667,329,methylester
0.716666667,346,metronidazole_ester
0.716666667,333,metronidazole_ester
0.716666667,320,metronidazole_ester
0.716666667,347,sulfurylester
0.716666667,339,sulfurylester
0.716666667,342,sulfurylester
0.716666667,345,none
0.716666667,321,none
0.716666667,341,none
0.716666667,315,Media_control
0.716666667,295,Media_control
0.716666667,278,Media_control
0.733333333,398,carboxylate
0.733333333,346,carboxylate
0.733333333,349,carboxylate
0.733333333,515,phenylester
0.733333333,500,phenylester
0.733333333,494,phenylester
0.733333333,355,methylester
0.733333333,334,methylester
0.733333333,334,methylester
0.733333333,362,metronidazole_ester
0.733333333,338,metronidazole_ester
0.733333333,328,metronidazole_ester
0.733333333,361,sulfurylester
0.733333333,338,sulfurylester
0.733333333,348,sulfurylester
0.733333333,341,none
0.733333333,327,none
0.733333333,332,none
0.733333333,311,Media_control
0.733333333,286,Media_control
0.733333333,280,Media_control
0.75,384,carboxylate
0.75,353,carboxylate
0.75,350,carboxylate
0.75,524,phenylester
0.75,509,phenylester
0.75,502,phenylester
0.75,350,methylester
0.75,335,methylester
0.75,338,methylester
0.75,361,metronidazole_ester
0.75,337,metronidazole_ester
0.75,338,metronidazole_ester
0.75,360,sulfurylester
0.75,345,sulfurylester
0.75,345,sulfurylester
0.75,350,none
0.75,324,none
0.75,339,none
0.75,301,Media_control
0.75,301,Media_control
0.75,268,Media_control
0.766666667,396,carboxylate
0.766666667,349,carboxylate
0.766666667,360,carboxylate
0.766666667,528,phenylester
0.766666667,510,phenylester
0.766666667,497,phenylester
0.766666667,348,methylester
0.766666667,329,methylester
0.766666667,322,methylester
0.766666667,353,metronidazole_ester
0.766666667,343,metronidazole_ester
0.766666667,326,metronidazole_ester
0.766666667,359,sulfurylester
0.766666667,344,sulfurylester
0.766666667,344,sulfurylester
0.766666667,339,none
0.766666667,326,none
0.766666667,346,none
0.766666667,306,Media_control
0.766666667,291,Media_control
0.766666667,270,Media_control
0.783333333,398,carboxylate
0.783333333,359,carboxylate
0.783333333,359,carboxylate
0.783333333,530,phenylester
0.783333333,507,phenylester
0.783333333,494,phenylester
0.783333333,364,methylester
0.783333333,340,methylester
0.783333333,331,methylester
0.783333333,361,metronidazole_ester
0.783333333,345,metronidazole_ester
0.783333333,335,metronidazole_ester
0.783333333,362,sulfurylester
0.783333333,338,sulfurylester
0.783333333,342,sulfurylester
0.783333333,352,none
0.783333333,331,none
0.783333333,344,none
0.783333333,298,Media_control
0.783333333,290,Media_control
0.783333333,273,Media_control
0.8,416,carboxylate
0.8,355,carboxylate
0.8,353,carboxylate
0.8,536,phenylester
0.8,505,phenylester
0.8,491,phenylester
0.8,362,methylester
0.8,335,methylester
0.8,334,methylester
0.8,368,metronidazole_ester
0.8,341,metronidazole_ester
0.8,336,metronidazole_ester
0.8,368,sulfurylester
0.8,348,sulfurylester
0.8,341,sulfurylester
0.8,347,none
0.8,333,none
0.8,345,none
0.8,311,Media_control
0.8,303,Media_control
0.8,272,Media_control
0.816666667,410,carboxylate
0.816666667,359,carboxylate
0.816666667,353,carboxylate
0.816666667,531,phenylester
0.816666667,524,phenylester
0.816666667,515,phenylester
0.816666667,375,methylester
0.816666667,338,methylester
0.816666667,335,methylester
0.816666667,357,metronidazole_ester
0.816666667,335,metronidazole_ester
0.816666667,341,metronidazole_ester
0.816666667,360,sulfurylester
0.816666667,347,sulfurylester
0.816666667,344,sulfurylester
0.816666667,354,none
0.816666667,332,none
0.816666667,340,none
0.816666667,305,Media_control
0.816666667,284,Media_control
0.816666667,284,Media_control
0.833333333,423,carboxylate
0.833333333,360,carboxylate
0.833333333,354,carboxylate
0.833333333,545,phenylester
0.833333333,522,phenylester
0.833333333,500,phenylester
0.833333333,371,methylester
0.833333333,348,methylester
0.833333333,336,methylester
0.833333333,368,metronidazole_ester
0.833333333,348,metronidazole_ester
0.833333333,337,metronidazole_ester
0.833333333,370,sulfurylester
0.833333333,351,sulfurylester
0.833333333,351,sulfurylester
0.833333333,356,none
0.833333333,336,none
0.833333333,357,none
0.833333333,304,Media_control
0.833333333,283,Media_control
0.833333333,275,Media_control
0.85,413,carboxylate
0.85,359,carboxylate
0.85,354,carboxylate
0.85,546,phenylester
0.85,525,phenylester
0.85,505,phenylester
0.85,375,methylester
0.85,350,methylester
0.85,344,methylester
0.85,371,metronidazole_ester
0.85,350,metronidazole_ester
0.85,347,metronidazole_ester
0.85,365,sulfurylester
0.85,355,sulfurylester
0.85,344,sulfurylester
0.85,352,none
0.85,340,none
0.85,354,none
0.85,300,Media_control
0.85,296,Media_control
0.85,274,Media_control
0.866666667,416,carboxylate
0.866666667,372,carboxylate
0.866666667,366,carboxylate
0.866666667,548,phenylester
0.866666667,523,phenylester
0.866666667,507,phenylester
0.866666667,368,methylester
0.866666667,340,methylester
0.866666667,341,methylester
