t,y,type
154.325,30083,indRFU
154.825,30884,indRFU
155.325,30286,indRFU
155.825,30576,indRFU
156.325,30270,indRFU
156.825,30442,indRFU
157.325,30769,indRFU
157.825,30627,indRFU
158.325,30485,indRFU
158.825,30716,indRFU
159.325,30623,indRFU
159.825,30788,indRFU
160.325,30780,indRFU
160.825,31255,indRFU
161.325,30808,indRFU
161.825,30677,indRFU
162.325,30830,indRFU
162.825,31534,indRFU
163.325,30957,indRFU
163.825,31517,indRFU
164.325,32185,indRFU
164.825,31364,indRFU
165.325,30976,indRFU
165.825,31539,indRFU
166.325,31986,indRFU
166.825,31603,indRFU
167.325,31668,indRFU
167.825,31604,indRFU
168.325,31615,indRFU
168.825,31846,indRFU
169.325,32128,indRFU
169.825,32140,indRFU
170.325,31968,indRFU
170.825,32042,indRFU
171.325,31936,indRFU
171.825,32238,indRFU
172.325,32410,indRFU
172.825,32339,indRFU
173.325,31966,indRFU
173.825,32395,indRFU
174.325,32426,indRFU
174.825,32362,indRFU
175.325,32524,indRFU
175.825,32598,indRFU
176.325,32766,indRFU
176.825,32434,indRFU
177.325,32528,indRFU
177.825,32717,indRFU
178.325,32687,indRFU
178.825,32893,indRFU
179.325,32660,indRFU
179.825,33187,indRFU
180.325,33165,indRFU
180.825,33341,indRFU
181.325,33127,indRFU
181.825,33152,indRFU
182.325,32849,indRFU
182.825,33052,indRFU
183.325,32946,indRFU
183.825,32792,indRFU
184.325,32908,indRFU
184.825,33226,indRFU
185.325,33147,indRFU
185.825,33275,indRFU
186.325,33902,indRFU
186.825,33770,indRFU
187.325,33739,indRFU
187.825,33731,indRFU
188.325,33920,indRFU
188.825,33762,indRFU
189.325,33772,indRFU
189.825,34019,indRFU
190.325,34233,indRFU
190.825,33745,indRFU
191.325,33652,indRFU
191.825,34234,indRFU
192.325,33842,indRFU
192.825,33962,indRFU
193.325,34245,indRFU
0,1062,indRFU
0.176666667,1087,indRFU
0.355,1116,indRFU
0.823333333,1235,indRFU
1.323333333,1292,indRFU
1.823333333,1392,indRFU
2.323333333,1475,indRFU
2.823333333,1589,indRFU
3.323333333,1628,indRFU
3.823333333,1761,indRFU
4.323333333,1849,indRFU
4.823333333,1975,indRFU
5.323333333,2047,indRFU
5.823333333,2141,indRFU
6.323333333,2234,indRFU
6.823333333,2294,indRFU
7.323333333,2431,indRFU
7.823333333,2548,indRFU
8.323333333,2615,indRFU
8.823333333,2680,indRFU
9.323333333,2848,indRFU
9.823333333,2972,indRFU
10.32333333,3083,indRFU
10.82333333,3111,indRFU
11.32333333,3244,indRFU
11.82333333,3326,indRFU
12.32333333,3411,indRFU
12.82333333,3566,indRFU
13.32333333,3652,indRFU
13.82333333,3757,indRFU
14.32333333,3840,indRFU
14.82333333,3976,indRFU
15.32333333,4107,indRFU
15.82333333,4249,indRFU
16.32333333,4276,indRFU
16.82333333,4401,indRFU
17.32333333,4581,indRFU
17.82333333,4625,indRFU
18.32333333,4772,indRFU
18.82333333,4917,indRFU
19.32333333,4933,indRFU
19.82333333,5120,indRFU
20.32333333,5193,indRFU
20.82333333,5686,indRFU
21.32333333,5657,indRFU
21.82333333,5599,indRFU
22.32333333,5889,indRFU
22.82333333,6063,indRFU
23.32333333,6020,indRFU
23.82333333,6094,indRFU
24.32333333,6190,indRFU
24.82333333,6304,indRFU
25.32333333,6451,indRFU
25.82333333,6574,indRFU
26.32333333,6734,indRFU
26.82333333,6872,indRFU
27.32333333,7331,indRFU
27.82333333,7300,indRFU
28.32333333,7176,indRFU
28.82333333,7730,indRFU
29.32333333,7553,indRFU
29.82333333,7556,indRFU
30.32333333,7945,indRFU
30.82333333,7836,indRFU
31.32333333,7905,indRFU
31.82333333,8107,indRFU
32.32333333,8602,indRFU
32.82333333,8421,indRFU
33.32333333,8323,indRFU
33.82333333,8884,indRFU
34.32333333,8647,indRFU
34.82333333,9248,indRFU
35.32333333,8997,indRFU
35.82333333,9044,indRFU
36.32333333,9738,indRFU
36.82333333,9270,indRFU
37.32333333,9368,indRFU
37.825,10116,indRFU
38.325,9847,indRFU
38.82333333,9868,indRFU
39.32333333,10506,indRFU
39.82333333,10109,indRFU
40.32333333,10449,indRFU
40.82333333,10348,indRFU
41.32333333,11157,indRFU
41.82333333,10716,indRFU
42.32333333,11026,indRFU
42.82333333,10843,indRFU
43.32333333,11571,indRFU
43.82333333,11038,indRFU
44.32333333,11800,indRFU
44.825,11627,indRFU
45.32333333,12074,indRFU
45.82333333,12021,indRFU
46.325,12404,indRFU
46.825,11909,indRFU
47.32333333,12618,indRFU
47.82333333,12169,indRFU
48.32333333,13015,indRFU
48.82333333,12386,indRFU
49.32333333,13139,indRFU
49.82333333,12810,indRFU
50.32333333,13529,indRFU
50.82333333,12875,indRFU
51.32333333,13832,indRFU
51.82333333,12998,indRFU
52.32333333,14109,indRFU
52.82333333,13425,indRFU
53.325,14111,indRFU
53.82333333,13936,indRFU
54.32333333,14392,indRFU
54.82333333,13938,indRFU
55.32333333,14640,indRFU
55.82333333,14150,indRFU
56.32333333,14375,indRFU
56.82333333,15194,indRFU
57.32333333,14416,indRFU
57.82333333,15382,indRFU
58.32333333,14506,indRFU
58.82333333,15609,indRFU
59.325,15091,indRFU
59.82333333,15790,indRFU
60.32333333,15478,indRFU
60.825,15958,indRFU
61.325,15435,indRFU
61.82333333,15510,indRFU
62.32333333,16405,indRFU
62.82333333,16417,indRFU
63.325,16858,indRFU
63.825,16743,indRFU
64.325,16952,indRFU
64.82333333,16467,indRFU
65.32333333,16135,indRFU
65.825,16293,indRFU
66.325,16558,indRFU
66.82333333,16962,indRFU
67.32333333,17017,indRFU
67.825,17016,indRFU
68.325,17128,indRFU
68.82333333,17218,indRFU
69.32333333,17428,indRFU
69.825,17699,indRFU
70.325,17565,indRFU
70.82333333,17786,indRFU
71.32333333,17744,indRFU
71.825,18155,indRFU
72.325,18273,indRFU
72.82333333,18395,indRFU
73.32333333,18429,indRFU
73.82333333,18788,indRFU
74.325,18698,indRFU
74.825,18609,indRFU
75.32333333,18684,indRFU
75.82333333,18945,indRFU
76.325,18932,indRFU
76.825,19361,indRFU
77.32333333,19064,indRFU
77.82333333,19292,indRFU
78.325,19519,indRFU
78.825,19414,indRFU
79.325,19888,indRFU
79.82333333,19661,indRFU
80.32333333,19717,indRFU
80.825,20200,indRFU
81.32333333,20017,indRFU
81.82333333,20082,indRFU
82.325,19992,indRFU
82.825,20344,indRFU
83.325,20265,indRFU
83.82333333,20395,indRFU
84.32333333,20645,indRFU
84.825,20652,indRFU
85.325,20832,indRFU
85.825,21010,indRFU
86.325,21218,indRFU
86.825,21125,indRFU
87.325,21021,indRFU
87.82333333,21302,indRFU
88.32333333,21380,indRFU
88.825,21498,indRFU
89.325,21665,indRFU
89.825,21791,indRFU
90.32333333,21912,indRFU
90.825,21650,indRFU
91.32333333,21905,indRFU
91.825,22068,indRFU
92.325,22077,indRFU
92.825,22238,indRFU
93.325,22568,indRFU
93.825,22394,indRFU
94.32333333,22583,indRFU
94.82333333,22680,indRFU
95.32333333,22624,indRFU
95.82333333,22908,indRFU
96.325,22861,indRFU
96.825,22812,indRFU
97.32333333,22642,indRFU
97.82333333,22782,indRFU
98.325,23033,indRFU
98.825,22943,indRFU
99.325,23417,indRFU
99.825,23020,indRFU
100.325,23434,indRFU
100.825,23333,indRFU
101.3233333,23283,indRFU
101.8233333,23510,indRFU
102.3233333,23717,indRFU
102.825,23958,indRFU
103.3233333,23832,indRFU
103.8233333,24280,indRFU
104.325,24258,indRFU
104.825,23957,indRFU
105.325,24268,indRFU
105.825,24288,indRFU
106.325,23964,indRFU
106.825,24694,indRFU
107.325,24587,indRFU
107.825,24346,indRFU
108.325,24918,indRFU
108.825,24464,indRFU
109.325,24847,indRFU
109.8233333,24912,indRFU
110.3233333,24745,indRFU
110.8233333,24858,indRFU
111.3233333,25121,indRFU
111.825,25159,indRFU
112.325,24915,indRFU
112.825,25337,indRFU
113.325,25499,indRFU
113.825,25393,indRFU
114.325,25564,indRFU
114.825,25651,indRFU
115.325,25636,indRFU
115.8233333,25893,indRFU
116.325,25758,indRFU
116.8233333,25830,indRFU
117.3233333,25674,indRFU
117.8233333,25809,indRFU
118.325,26049,indRFU
118.825,25811,indRFU
119.325,25920,indRFU
119.825,25758,indRFU
120.325,25946,indRFU
120.825,26227,indRFU
121.325,26441,indRFU
121.825,26227,indRFU
122.325,26470,indRFU
122.825,26084,indRFU
123.3233333,26115,indRFU
123.8233333,26154,indRFU
124.3233333,26364,indRFU
124.825,26731,indRFU
125.325,26838,indRFU
125.825,26165,indRFU
126.325,26755,indRFU
126.825,26694,indRFU
127.325,26802,indRFU
127.825,27013,indRFU
128.325,26882,indRFU
128.825,26970,indRFU
129.325,26515,indRFU
129.825,26874,indRFU
130.325,27435,indRFU
130.825,27419,indRFU
131.3233333,27579,indRFU
131.825,27112,indRFU
132.325,27266,indRFU
132.825,27056,indRFU
133.325,27288,indRFU
133.825,27242,indRFU
134.325,27489,indRFU
134.825,27757,indRFU
135.325,27411,indRFU
135.825,27834,indRFU
136.325,27833,indRFU
136.825,27670,indRFU
137.325,27787,indRFU
137.825,27908,indRFU
138.325,28264,indRFU
138.825,28335,indRFU
139.325,28614,indRFU
139.825,28116,indRFU
140.325,28610,indRFU
140.825,28611,indRFU
141.325,28861,indRFU
141.825,28702,indRFU
142.325,28865,indRFU
142.825,28727,indRFU
143.325,28986,indRFU
143.825,28872,indRFU
144.325,29088,indRFU
144.825,28846,indRFU
145.325,28571,indRFU
145.825,28626,indRFU
146.325,28359,indRFU
146.825,28541,indRFU
147.325,28880,indRFU
147.825,28975,indRFU
148.325,28900,indRFU
148.825,29070,indRFU
149.325,29110,indRFU
149.825,28799,indRFU
150.325,28771,indRFU
150.825,28681,indRFU
151.325,29454,indRFU
151.825,29005,indRFU
152.325,29126,indRFU
152.825,29173,indRFU
153.325,29390,indRFU
153.825,29342,indRFU
154.325,29728,indRFU
154.825,29040,indRFU
155.325,29506,indRFU
155.825,29647,indRFU
156.325,29239,indRFU
156.825,29684,indRFU
157.325,29247,indRFU
157.825,29396,indRFU
158.325,29610,indRFU
158.825,30142,indRFU
159.325,29902,indRFU
159.825,29575,indRFU
160.325,29294,indRFU
160.825,29438,indRFU
161.325,29792,indRFU
161.825,30092,indRFU
162.325,29785,indRFU
162.825,29538,indRFU
163.325,29946,indRFU
163.825,29717,indRFU
164.325,30601,indRFU
164.825,29878,indRFU
165.325,29869,indRFU
165.825,30000,indRFU
166.325,30118,indRFU
166.825,29780,indRFU
167.325,29891,indRFU
167.825,30011,indRFU
168.325,30187,indRFU
168.825,30412,indRFU
169.325,30681,indRFU
169.825,30194,indRFU
170.325,30408,indRFU
170.825,30684,indRFU
171.325,30626,indRFU
171.825,30452,indRFU
172.325,30402,indRFU
172.825,30373,indRFU
173.325,30530,indRFU
173.825,30552,indRFU
174.325,30623,indRFU
174.825,30339,indRFU
175.325,30207,indRFU
175.825,30404,indRFU
176.325,30796,indRFU
176.825,30944,indRFU
177.325,30710,indRFU
177.825,30764,indRFU
178.325,30427,indRFU
178.825,31016,indRFU
179.325,31080,indRFU
179.825,31155,indRFU
180.325,30983,indRFU
180.825,31147,indRFU
181.325,31113,indRFU
181.825,30805,indRFU
182.325,31181,indRFU
182.825,30598,indRFU
183.325,31487,indRFU
183.825,31251,indRFU
184.325,31049,indRFU
184.825,31450,indRFU
185.325,31761,indRFU
185.825,31493,indRFU
186.325,31306,indRFU
186.825,31333,indRFU
187.325,31355,indRFU
187.825,31888,indRFU
188.325,31723,indRFU
188.825,31569,indRFU
189.325,31200,indRFU
189.825,31289,indRFU
190.325,31451,indRFU
190.825,31596,indRFU
191.325,31192,indRFU
191.825,31912,indRFU
192.325,31581,indRFU
192.825,31755,indRFU
193.325,31738,indRFU
0,990,indRFU
0.176666667,1023,indRFU
0.355,1081,indRFU
0.823333333,1165,indRFU
1.323333333,1271,indRFU
1.823333333,1373,indRFU
2.323333333,1471,indRFU
2.823333333,1560,indRFU
3.323333333,1604,indRFU
3.823333333,1696,indRFU
4.323333333,1819,indRFU
4.823333333,1900,indRFU
5.323333333,2010,indRFU
5.823333333,2109,indRFU
6.323333333,2233,indRFU
6.823333333,2284,indRFU
7.323333333,2375,indRFU
7.823333333,2512,indRFU
8.323333333,2610,indRFU
8.823333333,2701,indRFU
9.323333333,2834,indRFU
9.823333333,2914,indRFU
10.32333333,3016,indRFU
10.82333333,3132,indRFU
11.32333333,3154,indRFU
11.82333333,3324,indRFU
12.32333333,3444,indRFU
12.82333333,3573,indRFU
13.32333333,3618,indRFU
13.82333333,3731,indRFU
14.32333333,3865,indRFU
14.82333333,3997,indRFU
15.32333333,4099,indRFU
15.82333333,4108,indRFU
16.32333333,4223,indRFU
16.82333333,4371,indRFU
17.32333333,4477,indRFU
17.82333333,4631,indRFU
18.32333333,4774,indRFU
18.82333333,4817,indRFU
19.32333333,4970,indRFU
19.82333333,5149,indRFU
20.32333333,5213,indRFU
20.82333333,5400,indRFU
21.32333333,5538,indRFU
21.82333333,5690,indRFU
22.32333333,5773,indRFU
22.82333333,6025,indRFU
23.32333333,6080,indRFU
23.82333333,6199,indRFU
24.32333333,6236,indRFU
24.82333333,6406,indRFU
25.32333333,6530,indRFU
25.82333333,6632,indRFU
26.32333333,6769,indRFU
26.82333333,6997,indRFU
27.32333333,6988,indRFU
27.82333333,7111,indRFU
28.32333333,7359,indRFU
28.82333333,7343,indRFU
29.32333333,7487,indRFU
29.82333333,7769,indRFU
30.32333333,7914,indRFU
30.82333333,7884,indRFU
31.32333333,8018,indRFU
31.82333333,8250,indRFU
32.32333333,8337,indRFU
32.82333333,8331,indRFU
33.32333333,8557,indRFU
33.82333333,8664,indRFU
34.32333333,8644,indRFU
34.82333333,8902,indRFU
35.32333333,9062,indRFU
35.82333333,9036,indRFU
36.32333333,9408,indRFU
36.82333333,9537,indRFU
37.32333333,9486,indRFU
37.825,9893,indRFU
38.325,9943,indRFU
38.82333333,10162,indRFU
39.32333333,10231,indRFU
39.82333333,10392,indRFU
40.32333333,10516,indRFU
40.82333333,10444,indRFU
41.32333333,10597,indRFU
41.82333333,10810,indRFU
42.32333333,10895,indRFU
42.82333333,11031,indRFU
43.32333333,11223,indRFU
43.82333333,11305,indRFU
44.32333333,11479,indRFU
44.825,11580,indRFU
45.32333333,11682,indRFU
45.82333333,11768,indRFU
46.325,11999,indRFU
46.825,12207,indRFU
47.32333333,12215,indRFU
47.82333333,12241,indRFU
48.32333333,12384,indRFU
48.82333333,12691,indRFU
49.32333333,12726,indRFU
49.82333333,12823,indRFU
50.32333333,12872,indRFU
50.82333333,13025,indRFU
51.32333333,13128,indRFU
51.82333333,13374,indRFU
52.32333333,13473,indRFU
52.82333333,13475,indRFU
53.325,13704,indRFU
53.82333333,13900,indRFU
54.32333333,13937,indRFU
54.82333333,14128,indRFU
55.32333333,14380,indRFU
55.82333333,14283,indRFU
56.32333333,14656,indRFU
56.82333333,14529,indRFU
57.32333333,14767,indRFU
57.82333333,14922,indRFU
58.32333333,14907,indRFU
58.82333333,15030,indRFU
59.325,15120,indRFU
59.82333333,15546,indRFU
60.32333333,15353,indRFU
60.825,15404,indRFU
61.325,15720,indRFU
61.82333333,15715,indRFU
62.32333333,16038,indRFU
62.82333333,16217,indRFU
63.325,16134,indRFU
63.825,16177,indRFU
64.325,16252,indRFU
64.82333333,16478,indRFU
65.32333333,16471,indRFU
65.825,16626,indRFU
66.325,16727,indRFU
66.82333333,17251,indRFU
67.32333333,17013,indRFU
67.825,17220,indRFU
68.325,17140,indRFU
68.82333333,17393,indRFU
69.32333333,17509,indRFU
69.825,17688,indRFU
70.325,18071,indRFU
70.82333333,18005,indRFU
71.32333333,17916,indRFU
71.825,17873,indRFU
72.325,18378,indRFU
72.82333333,18301,indRFU
73.32333333,18496,indRFU
73.82333333,18696,indRFU
74.325,18732,indRFU
74.825,18675,indRFU
75.32333333,19022,indRFU
75.82333333,19520,indRFU
76.325,19192,indRFU
76.825,19330,indRFU
77.32333333,19460,indRFU
77.82333333,19707,indRFU
78.325,19591,indRFU
78.825,19801,indRFU
79.325,19805,indRFU
79.82333333,19944,indRFU
80.32333333,19767,indRFU
80.825,19898,indRFU
81.32333333,20396,indRFU
81.82333333,20213,indRFU
82.325,20600,indRFU
82.825,20390,indRFU
83.325,20387,indRFU
83.82333333,20429,indRFU
84.32333333,20639,indRFU
84.825,21006,indRFU
85.325,20795,indRFU
85.825,21016,indRFU
86.325,21190,indRFU
86.825,21443,indRFU
87.325,21537,indRFU
87.82333333,21600,indRFU
88.32333333,21383,indRFU
88.825,21833,indRFU
89.325,21623,indRFU
89.825,21770,indRFU
90.32333333,21921,indRFU
90.825,21832,indRFU
91.32333333,22546,indRFU
91.825,22228,indRFU
92.325,22393,indRFU
92.825,22426,indRFU
93.325,22551,indRFU
93.825,22395,indRFU
94.32333333,22786,indRFU
94.82333333,22857,indRFU
95.32333333,22936,indRFU
95.82333333,22996,indRFU
96.325,22942,indRFU
96.825,22962,indRFU
97.32333333,23297,indRFU
97.82333333,23002,indRFU
98.325,23015,indRFU
98.825,23506,indRFU
99.325,23311,indRFU
99.825,23410,indRFU
100.325,23451,indRFU
100.825,23941,indRFU
101.3233333,23690,indRFU
101.8233333,24140,indRFU
102.3233333,23933,indRFU
102.825,24088,indRFU
103.3233333,23689,indRFU
103.8233333,24345,indRFU
104.325,24311,indRFU
104.825,24328,indRFU
105.325,24001,indRFU
105.825,24090,indRFU
106.325,24331,indRFU
106.825,24538,indRFU
107.325,24513,indRFU
107.825,24718,indRFU
108.325,24484,indRFU
108.825,24609,indRFU
109.325,24759,indRFU
109.8233333,24719,indRFU
110.3233333,25286,indRFU
110.8233333,25081,indRFU
111.3233333,25378,indRFU
111.825,25135,indRFU
112.325,25535,indRFU
112.825,25312,indRFU
113.325,25342,indRFU
113.825,25291,indRFU
114.325,25360,indRFU
114.825,25515,indRFU
115.325,25635,indRFU
115.8233333,25752,indRFU
116.325,25673,indRFU
116.8233333,25834,indRFU
117.3233333,25810,indRFU
117.8233333,26053,indRFU
118.325,25895,indRFU
118.825,26154,indRFU
119.325,26032,indRFU
119.825,25902,indRFU
120.325,26036,indRFU
120.825,26476,indRFU
121.325,26222,indRFU
121.825,26283,indRFU
122.325,26362,indRFU
122.825,26442,indRFU
123.3233333,26467,indRFU
123.8233333,26580,indRFU
124.3233333,26765,indRFU
124.825,26777,indRFU
125.325,26909,indRFU
125.825,26129,indRFU
126.325,26694,indRFU
126.825,26660,indRFU
127.325,26599,indRFU
127.825,26580,indRFU
128.325,26763,indRFU
128.825,26648,indRFU
129.325,26763,indRFU
129.825,26945,indRFU
130.325,27160,indRFU
130.825,26700,indRFU
131.3233333,26665,indRFU
131.825,27249,indRFU
132.325,27327,indRFU
132.825,26913,indRFU
133.325,26878,indRFU
133.825,27392,indRFU
134.325,26928,indRFU
134.825,27072,indRFU
135.325,27482,indRFU
135.825,27393,indRFU
136.325,27762,indRFU
136.825,27670,indRFU
137.325,27568,indRFU
137.825,27708,indRFU
138.325,27433,indRFU
138.825,27721,indRFU
139.325,27660,indRFU
139.825,28063,indRFU
140.325,27730,indRFU
140.825,27764,indRFU
141.325,27839,indRFU
141.825,27709,indRFU
142.325,28071,indRFU
142.825,28394,indRFU
143.325,28150,indRFU
143.825,28094,indRFU
144.325,28545,indRFU
144.825,28078,indRFU
145.325,28200,indRFU
145.825,28474,indRFU
146.325,28295,indRFU
146.825,28659,indRFU
147.325,28331,indRFU
147.825,28750,indRFU
148.325,28613,indRFU
148.825,28191,indRFU
149.325,28729,indRFU
149.825,28093,indRFU
150.325,28399,indRFU
150.825,28401,indRFU
151.325,28319,indRFU
151.825,28415,indRFU
152.325,28775,indRFU
152.825,28833,indRFU
153.325,28626,indRFU
153.825,28923,indRFU
154.325,28987,indRFU
154.825,29081,indRFU
155.325,28836,indRFU
155.825,29067,indRFU
156.325,28765,indRFU
156.825,28998,indRFU
157.325,29007,indRFU
157.825,29073,indRFU
158.325,28934,indRFU
158.825,28784,indRFU
159.325,29664,indRFU
159.825,29148,indRFU
160.325,28654,indRFU
160.825,29339,indRFU
161.325,29036,indRFU
161.825,28892,indRFU
162.325,28867,indRFU
162.825,28859,indRFU
163.325,29480,indRFU
163.825,28749,indRFU
164.325,29161,indRFU
164.825,29736,indRFU
165.325,29102,indRFU
165.825,28953,indRFU
166.325,29708,indRFU
166.825,29438,indRFU
167.325,29210,indRFU
167.825,29297,indRFU
168.325,29661,indRFU
168.825,29423,indRFU
169.325,29288,indRFU
169.825,29380,indRFU
170.325,29771,indRFU
170.825,29614,indRFU
171.325,29163,indRFU
171.825,30033,indRFU
172.325,29187,indRFU
172.825,29722,indRFU
173.325,29366,indRFU
173.825,29503,indRFU
174.325,29839,indRFU
174.825,29202,indRFU
175.325,29851,indRFU
175.825,30076,indRFU
176.325,29507,indRFU
176.825,29689,indRFU
177.325,29436,indRFU
177.825,30020,indRFU
178.325,29403,indRFU
178.825,29830,indRFU
179.325,30078,indRFU
179.825,30381,indRFU
180.325,29806,indRFU
180.825,30083,indRFU
181.325,30237,indRFU
181.825,29599,indRFU
182.325,30035,indRFU
182.825,29628,indRFU
183.325,29987,indRFU
183.825,29592,indRFU
184.325,29586,indRFU
184.825,29946,indRFU
185.325,30023,indRFU
185.825,30580,indRFU
186.325,30244,indRFU
186.825,30250,indRFU
187.325,30131,indRFU
187.825,30313,indRFU
188.325,30296,indRFU
188.825,29460,indRFU
189.325,30487,indRFU
189.825,30110,indRFU
190.325,30596,indRFU
190.825,30541,indRFU
191.325,30334,indRFU
191.825,30644,indRFU
192.325,30465,indRFU
192.825,30309,indRFU
193.325,30744,indRFU
